"Name","Location","Year","Kilometers_Driven","Fuel_Type","Seats","Price","brand","Engine_CC","Power_bhp","New_Price2","Mileage_kmpl","Transauto1","Owner_Type2"
"Mercedes-Benz B Class B180","Kochi",2014,37245,"Petrol",5,11.96,"Mercedes-Benz",1595,120.7,NA,14.8,1,1
"Honda Amaze S Diesel","Kolkata",2013,45000,"Diesel",5,3.25,"Honda",1498,98.6,8.54,27.4,0,1
"Hyundai Verna 1.6 SX","Jaipur",2012,117837,"Diesel",5,4.75,"Hyundai",1582,126.32,NA,22.32,0,2
"Renault Duster 85PS Diesel RxL Optional","Mumbai",2014,30000,"Diesel",5,5.95,"Renault",1461,83.8,NA,20.46,0,1
"Hyundai Creta 1.6 VTVT S","Delhi",2015,27057,"Petrol",5,8.15,"Hyundai",1591,121.3,NA,15.29,0,2
"Maruti Wagon R AMT VXI","Mumbai",2016,8500,"Petrol",5,4.22,"Maruti",998,67,NA,20.51,1,1
"Mercedes-Benz New C-Class C250 Avantgarde","Kolkata",2010,30500,"Petrol",5,10.5,"Mercedes-Benz",1796,186,NA,11.74,1,1
"Audi A8 L 3.0 TDI quattro","Delhi",2012,56000,"Diesel",5,45,"Audi",2967,246.7,NA,11.8,1,1
"Hyundai i10 Magna 1.1","Pune",2012,44000,"Petrol",5,2.9,"Hyundai",1086,68.05,NA,19.81,0,2
"Skoda Rapid 1.6 MPI AT Style Black Package","Mumbai",2017,10500,"Petrol",5,8.9,"Skoda",1598,103.52,NA,14.3,1,1
"Skoda Superb Style 1.8 TSI AT","Hyderabad",2017,26000,"Petrol",5,26,"Skoda",1798,177.46,33.58,14.67,1,1
"Hyundai i20 Active 1.2 SX","Coimbatore",2018,25166,"Petrol",5,8.22,"Hyundai",1197,81.86,NA,17.19,0,1
"Honda Amaze VX i-DTEC","Kolkata",2014,64000,"Diesel",5,3.5,"Honda",1498,98.6,NA,25.8,0,2
"Maruti Wagon R LXI","Chennai",2004,61000,"Petrol",5,1.25,"Maruti",998,67.1,NA,18.9,0,2
"Mahindra Verito 1.5 D4 BSIV","Hyderabad",2013,107000,"Diesel",5,3.7,"Mahindra",1461,65,9.12,21.03,0,1
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,29161,"Diesel",5,39.41,"Mercedes-Benz",2143,167.62,NA,19.27,1,1
"Maruti Wagon R VXI","Kolkata",2013,32000,"Petrol",5,2.65,"Maruti",998,67.04,5.29,22.5,0,1
"Nissan Terrano XV Premium 110 PS Anniversary Edition","Coimbatore",2015,46173,"Diesel",5,8.92,"Nissan",1461,108.5,NA,19.01,0,2
"Maruti Swift VDI BSIV","Delhi",2013,47000,"Diesel",5,4.1,"Maruti",1248,NA,NA,17.8,0,1
"Mini Cooper Convertible S","Kochi",2017,26327,"Petrol",4,35.67,"Mini",1998,189.08,44.28,16.82,1,1
"Ford Figo Diesel","Bangalore",2015,70436,"Diesel",NA,3.6,"Ford",1498,99,NA,0,0,1
"Tata Indica V2 DLS BSII","Jaipur",2007,200000,"Diesel",5,0.85,"Tata",1396,53.5,NA,17.2,0,2
"Chevrolet Beat LT","Kochi",2016,60813,"Petrol",5,3.32,"Chevrolet",1199,76.8,NA,18.6,0,2
"Volkswagen Polo Diesel Comfortline 1.2L","Mumbai",2012,45000,"Diesel",5,3.6,"Volkswagen",1199,73.9,NA,22.07,0,1
"Maruti Swift ZDi","Hyderabad",2016,64000,"Diesel",5,6.8,"Maruti",1248,74,NA,22.9,0,1
"Ford Figo Diesel EXI","Kolkata",2012,41284,"Diesel",5,2.5,"Ford",1399,68.05,NA,20,0,1
"Toyota Innova Crysta 2.8 GX AT","Kochi",2019,14165,"Diesel",7,19.64,"Toyota",2755,171.5,20.74,11.36,1,1
"Hyundai Santa Fe 4x4 AT","Mumbai",2011,67000,"Diesel",7,7,"Hyundai",2199,194.3,NA,11.72,1,2
"Honda City i-VTEC V","Kolkata",2011,32572,"Petrol",5,3.87,"Honda",1497,117.3,11.74,17.4,0,1
"Hyundai i20 1.2 Magna Executive","Kochi",2018,14960,"Petrol",5,6.27,"Hyundai",1197,81.83,NA,18.6,0,1
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Kochi",2015,55980,"Diesel",5,18.12,"Mercedes-Benz",2143,167.62,NA,19.27,1,1
"Chevrolet Beat Diesel LT","Mumbai",2013,74000,"Diesel",5,2.65,"Chevrolet",936,57.6,NA,25.44,0,1
"Hyundai i20 Sportz 1.4 CRDi","Kochi",2015,56847,"Diesel",5,7.2,"Hyundai",1396,88.73,NA,22.54,0,1
"Toyota Innova 2.5 Z Diesel 7 Seater","Coimbatore",2015,121374,"Diesel",7,14.3,"Toyota",2494,100.6,NA,12.99,0,1
"Maruti Ertiga VDI","Chennai",2013,52000,"Diesel",7,6.9,"Maruti",1248,88.76,NA,20.77,0,1
"Toyota Innova 2.5 V Diesel 7-seater","Mumbai",2014,118000,"Diesel",7,10.75,"Toyota",2494,102,NA,12.8,0,1
"Hyundai Santro Xing XO eRLX Euro II","Mumbai",2007,72000,"Petrol",5,0.95,"Hyundai",1086,NA,NA,17,0,3
"Honda City i VTEC V","Kochi",2016,33915,"Petrol",5,8.09,"Honda",1497,117.3,NA,17.8,0,1
"BMW X1 sDrive20d","Ahmedabad",2014,82002,"Diesel",5,18.5,"BMW",1995,184,NA,17.05,1,1
"Hyundai Grand i10 CRDi Era","Mumbai",2017,33000,"Diesel",5,4.75,"Hyundai",1120,70,NA,24,0,1
"Maruti Ciaz 1.3 Alpha","Chennai",2016,34000,"Diesel",5,8.45,"Maruti",1248,88.5,NA,28.09,0,1
"Skoda Rapid Leisure 1.6 TDI MT","Kolkata",2012,55000,"Diesel",5,3.5,"Skoda",1598,103.6,NA,20.5,0,1
"Hyundai Accent CRDi","Kochi",2006,160538,"Diesel",5,1.8,"Hyundai",1493,82,NA,13.1,0,1
"Volkswagen Polo GT 1.5 TDI","Jaipur",2014,60000,"Diesel",5,3.7,"Volkswagen",1498,103.6,NA,19.91,0,2
"Honda Jazz 1.2 VX i VTEC","Coimbatore",2017,49575,"Petrol",5,7.17,"Honda",1199,88.7,NA,18.7,0,1
"Hyundai i10 Era","Jaipur",2010,83000,"Petrol",5,1.75,"Hyundai",1086,68.05,NA,19.81,0,1
"Hyundai Tucson 2.0 e-VGT 2WD AT GLS","Kochi",2018,51346,"Diesel",5,21.99,"Hyundai",1995,183,NA,16.38,1,1
"Toyota Innova Crysta 2.4 ZX MT","Pune",2017,43000,"Diesel",7,18.65,"Toyota",2393,147.8,25.52,13.68,0,1
"Maruti Omni MPI CARGO BSIII W/ IMMOBILISER","Jaipur",2011,35000,"Petrol",5,1.85,"Maruti",796,35,NA,19.7,0,3
"Maruti Swift VXI BSIV","Coimbatore",2017,27872,"Petrol",5,5.95,"Maruti",1197,81.8,NA,20.4,0,2
"Hyundai Grand i10 Magna","Mumbai",2014,16514,"Petrol",5,3.75,"Hyundai",1197,82,NA,18.9,0,1
"Maruti Swift VDI","Pune",2012,120000,"Diesel",5,3.75,"Maruti",1248,74,NA,22.9,0,1
"Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,143275,"Diesel",5,2.6,"Hyundai",1582,126.2,14.07,22,0,1
"Hyundai Santro Xing XL","Hyderabad",2006,99000,"Petrol",5,1.75,"Hyundai",1086,NA,NA,0,0,1
"Hyundai i20 1.2 Sportz","Mumbai",2010,52000,"Petrol",5,2.8,"Hyundai",1197,80,NA,17,0,1
"Mercedes-Benz GLE 350d","Coimbatore",2017,29819,"Diesel",5,61.29,"Mercedes-Benz",2987,254.79,95.13,11.57,1,1
"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Bangalore",2014,57000,"Diesel",5,18,"Mercedes-Benz",2148,170,NA,15.8,0,2
"Maruti Ritz ZDi","Hyderabad",2014,88500,"Diesel",5,4.35,"Maruti",1248,73.94,NA,23.2,0,1
"Hyundai Creta 1.6 CRDi SX","Bangalore",2016,28000,"Diesel",5,13.75,"Hyundai",1582,126.2,NA,19.67,0,1
"Maruti A-Star Vxi","Pune",2010,67000,"Petrol",5,2,"Maruti",998,66.1,NA,19,0,1
"Renault Duster 110PS Diesel RXZ Option","Delhi",2016,26000,"Diesel",5,10,"Renault",1461,108.45,NA,19.64,0,1
"Fiat Grande Punto 1.3 Emotion Pack (Diesel)","Delhi",2010,120000,"Diesel",5,1.65,"Fiat",1248,76,NA,17.8,0,1
"BMW X3 xDrive30d M Sport","Coimbatore",2017,51982,"Diesel",5,45.77,"BMW",2993,258,NA,16.55,1,1
"Hyundai i10 Sportz","Bangalore",2010,36000,"Petrol",5,3.25,"Hyundai",1197,78.9,NA,20.36,0,2
"Toyota Innova 2.5 G4 Diesel 7-seater","Pune",2016,47000,"Diesel",7,12.8,"Toyota",2494,102,NA,12.8,0,1
"Maruti Zen VXI BSII","Mumbai",2002,60000,"Petrol",5,0.55,"Maruti",993,60,NA,17.3,0,3
"Maruti Swift VDI","Hyderabad",2018,31025,"Diesel",5,7.15,"Maruti",1248,74,NA,28.4,0,1
"Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV","Pune",2013,105000,"Diesel",8,7,"Mahindra",2179,120,NA,12.05,0,2
"Tata Zest Quadrajet 1.3 75PS XE","Pune",2017,121900,"Diesel",5,3.75,"Tata",1248,74,8.34,22.95,0,1
"Ford EcoSport 1.0 Ecoboost Titanium Plus","Mumbai",2017,22695,"Petrol",5,8.5,"Ford",999,123.24,NA,18.88,0,1
"Maruti Swift Dzire ZDI","Jaipur",2012,73000,"Diesel",5,4.35,"Maruti",1248,74,NA,23.4,0,1
"Maruti Alto 800 LXI","Kochi",2016,32227,"Petrol",5,3.26,"Maruti",796,47.3,NA,22.74,0,1
"Honda City 1.5 S MT","Jaipur",2011,55000,"Petrol",5,4.21,"Honda",1497,118,NA,17,0,1
"Audi Q7 3.0 TDI Quattro Technology","Kochi",2018,11287,"Diesel",7,70.36,"Audi",2967,241.4,NA,12.07,1,1
"Skoda Laura 1.9 TDI AT Ambiente","Mumbai",2009,48000,"Diesel",5,2.95,"Skoda",1896,105,NA,17,1,2
"Hyundai Verna 1.6 SX VTVT (O)","Kochi",2012,54308,"Petrol",5,4.28,"Hyundai",1591,121.3,NA,17.1,0,1
"Honda City 1.5 V AT","Jaipur",2009,78442,"Petrol",5,3.57,"Honda",1497,118,NA,16.8,1,1
"Hyundai i20 Magna Optional 1.4 CRDi","Kolkata",2013,46000,"Diesel",5,3.11,"Hyundai",1396,88.8,NA,21.9,0,1
"Hyundai i20 Sportz AT 1.4","Coimbatore",2014,45051,"Petrol",5,5.96,"Hyundai",1396,98.6,NA,15,1,1
"Volkswagen Vento Diesel Highline","Hyderabad",2011,69000,"Diesel",5,4.7,"Volkswagen",1598,103.6,NA,20.54,0,1
"Honda City i VTEC VX","Ahmedabad",2014,49000,"Petrol",5,6.9,"Honda",1497,117.3,NA,17.4,0,1
"Tata Zest Quadrajet 1.3 75PS XE","Pune",2018,45000,"Diesel",5,5.25,"Tata",1248,74,8.34,22.95,0,1
"BMW 5 Series 2003-2012 520d","Pune",2015,64000,"Diesel",5,28,"BMW",1995,177,NA,18.48,1,1
"Maruti Wagon R LXI Minor","Delhi",2009,60000,"Petrol",5,1.35,"Maruti",1061,67,NA,18.9,0,1
"Honda Jazz VX","Delhi",2015,62178,"Petrol",5,4.85,"Honda",1199,88.7,8.85,18.2,0,1
"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Coimbatore",2012,58006,"Diesel",5,6.7,"Volkswagen",1896,105,NA,15,0,1
"Hyundai i10 Magna 1.2","Hyderabad",2010,74000,"Petrol",5,3.1,"Hyundai",1197,78.9,NA,20.36,0,1
"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Kochi",2015,77771,"Diesel",5,18.64,"Mercedes-Benz",2143,170,NA,19.27,1,1
"Hyundai i10 Magna 1.2 iTech SE","Pune",2012,45275,"Petrol",5,2.8,"Hyundai",1197,78.9,NA,20.36,0,1
"Toyota Innova Crysta 2.4 ZX MT","Chennai",2016,48000,"Diesel",7,20.25,"Toyota",2393,147.8,25.4,13.68,0,1
"Audi A6 2011-2015 2.0 TDI Technology","Kochi",2015,31652,"Diesel",5,26.78,"Audi",1968,174.33,NA,17.68,1,1
"Toyota Innova 2.5 VX (Diesel) 7 Seater","Hyderabad",2010,109000,"Diesel",7,8.26,"Toyota",2494,100.6,NA,12.99,0,2
"Volkswagen Polo Petrol Trendline 1.2L","Mumbai",2015,31978,"Petrol",5,3.89,"Volkswagen",1198,73.9,NA,16.47,0,1
"Maruti Alto K10 LXI","Hyderabad",2011,70000,"Petrol",5,2.1,"Maruti",998,67.1,NA,20.92,0,1
"Honda City i-VTEC CVT ZX","Mumbai",2017,15000,"Petrol",5,12.69,"Honda",1497,117.3,16.67,18,1,1
"Tata Indigo LX","Coimbatore",2013,59138,"Diesel",5,2.58,"Tata",1405,70,NA,17,0,1
"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,61726,"Diesel",5,20.77,"Audi",1968,174.33,NA,17.68,1,1
"Mercedes-Benz GLA Class 200 CDI SPORT","Delhi",2015,48000,"Diesel",5,20.26,"Mercedes-Benz",2143,136,NA,17.9,1,1
"Hyundai Santro Xing XL","Chennai",2006,58000,"Petrol",5,1.5,"Hyundai",1086,NA,NA,0,0,2
"Maruti Swift VDI BSIV","Kolkata",2011,60020,"Diesel",5,2.5,"Maruti",1248,NA,NA,17.8,0,1
"Maruti Celerio VXI AT","Hyderabad",2014,77815,"Petrol",5,4.25,"Maruti",998,67.04,NA,23.1,1,1
"Mercedes-Benz GLE 250d","Hyderabad",2017,29000,"Diesel",5,57,"Mercedes-Benz",2143,201.15,79.43,17.9,1,1
"Land Rover Range Rover HSE Dynamic","Delhi",2017,44000,"Diesel",5,44,"Land",2179,187.7,NA,12.7,1,1
"Volkswagen Vento Diesel Trendline","Hyderabad",2011,108626,"Diesel",5,3.65,"Volkswagen",1598,103.6,NA,20.54,0,1
"Maruti Omni 8 Seater BSIV","Hyderabad",2012,71791,"Petrol",5,2.05,"Maruti",796,35,NA,14,0,1
"Honda Brio 1.2 VX MT","Kochi",2012,91931,"Petrol",5,3.13,"Honda",1198,86.8,6.62,18.5,0,1
"Tata Sumo Delux","Hyderabad",2000,158000,"Diesel",7,1.5,"Tata",2956,83.1,NA,14.07,0,2
"Tata Indica Vista Aura 1.3 Quadrajet","Pune",2012,91183,"Diesel",5,2.85,"Tata",1248,75,NA,18,0,1
"Maruti Wagon R LXI BS IV","Delhi",2012,65000,"Petrol",5,2.65,"Maruti",998,67.1,NA,18.9,0,1
"Mahindra XUV500 W8 4WD","Hyderabad",2015,88428,"Diesel",7,10.6,"Mahindra",2179,140,NA,16,0,1
"Tata Indigo LS Dicor","Pune",2008,138000,"Diesel",5,1.25,"Tata",1396,70,NA,17.1,0,2
"Maruti Ertiga Paseo VXI","Mumbai",2018,18000,"Petrol",7,8.25,"Maruti",1373,93.7,NA,16.02,0,1
"Honda Accord 2.4 A/T","Mumbai",2011,60000,"Petrol",5,4.45,"Honda",2354,177.6,NA,11.7,1,1
"Maruti Swift Dzire VDi","Kolkata",2012,48000,"Diesel",5,3.7,"Maruti",1248,73.9,NA,19.3,0,1
"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2009,160000,"Diesel",5,2.8,"Ford",1399,68,NA,17.8,0,1
"Honda City ZX GXi","Kolkata",2008,40000,"Petrol",5,1.8,"Honda",1497,78,NA,17.7,0,1
"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,51495,"Diesel",5,21.95,"Audi",1968,174.33,NA,17.68,1,1
"BMW 6 Series 640d Gran Coupe","Mumbai",2011,30000,"Diesel",4,49,"BMW",2993,313,NA,9.52,1,1
"Audi Q7 45 TDI Quattro Technology","Coimbatore",2017,97430,"Diesel",7,62.67,"Audi",2967,245,1.04,14.75,1,1
"Maruti Zen Estilo LXI Green (CNG)","Pune",2008,42496,"CNG",5,1.4,"Maruti",998,67.1,NA,26.3,0,1
"Hyundai i20 1.4 CRDi Asta","Pune",2012,83000,"Diesel",5,5.5,"Hyundai",1396,90,NA,23,0,1
"Hyundai i10 Sportz AT","Bangalore",2009,37000,"Petrol",5,2.95,"Hyundai",1197,78.9,NA,16.95,1,3
"Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,28503,"Petrol",5,6.86,"Honda",1199,88.7,NA,19,1,1
"Maruti Swift VDI BSIV","Hyderabad",2015,76496,"Diesel",5,6.15,"Maruti",1248,74,NA,25.2,0,1
"Hyundai i20 Asta 1.2","Pune",2011,79152,"Petrol",5,3.3,"Hyundai",1197,82.85,NA,18.5,0,2
"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2011,32000,"Petrol",5,2.55,"Volkswagen",1198,73.9,NA,16.47,0,1
"Maruti Alto LXi","Ahmedabad",2009,35000,"Petrol",5,1.5,"Maruti",796,46.3,NA,19.7,0,1
"Toyota Corolla H4","Chennai",2004,105000,"Petrol",5,2.5,"Toyota",1794,125,NA,11.3,1,2
"Maruti Alto LXi","Chennai",2006,56000,"Petrol",5,1.4,"Maruti",796,46.3,NA,19.7,0,2
"Tata Manza ELAN Quadrajet BS IV","Pune",2012,73000,"Diesel",5,3.4,"Tata",1248,88.8,NA,21.12,0,1
"Maruti Alto LXi","Pune",2012,38000,"Petrol",5,2.25,"Maruti",796,46.3,NA,19.7,0,1
"Skoda Octavia Ambition Plus 2.0 TDI AT","Kolkata",2013,775000,"Diesel",5,7.5,"Skoda",1968,141,NA,19.3,1,1
"Toyota Corolla H4","Kolkata",2008,80000,"Petrol",5,2.8,"Toyota",1794,125,NA,11.3,1,1
"Hyundai i20 Asta Option 1.2","Coimbatore",2016,24973,"Petrol",5,7.66,"Hyundai",1197,81.83,NA,18.6,0,1
"Maruti Vitara Brezza LDi","Chennai",2016,45000,"Diesel",5,7.15,"Maruti",1248,88.5,9.12,24.3,0,1
"Honda City 1.5 V MT","Delhi",2010,87430,"Petrol",5,3.5,"Honda",1497,118,NA,17,0,1
"Tata Indica Vista Aqua 1.3 Quadrajet","Hyderabad",2014,133944,"Diesel",5,3.5,"Tata",1248,75,NA,18,0,2
"Honda Amaze S i-Dtech","Kolkata",2013,57000,"Diesel",5,3.45,"Honda",1498,98.6,NA,25.8,0,1
"Hyundai EON D Lite Plus","Coimbatore",2016,27904,"Petrol",5,3.55,"Hyundai",814,55.2,NA,21.1,0,1
"BMW 3 Series Luxury Line","Kochi",2015,30717,"Diesel",5,25.99,"BMW",1995,190,58.67,21.76,1,2
"Hyundai Verna 1.6 SX","Bangalore",2012,80000,"Diesel",5,5.25,"Hyundai",1582,126.32,NA,22.32,0,1
"Tata Manza Club Class Quadrajet90 LS","Ahmedabad",2013,47304,"Diesel",5,2.9,"Tata",1248,88.8,NA,21.02,0,1
"Skoda Octavia RS","Jaipur",2005,100000,"Petrol",5,2.05,"Skoda",1984,227,28.37,14.45,1,1
"Maruti Alto K10 VXI","Pune",2017,30000,"Petrol",5,3.75,"Maruti",998,67.1,4.48,24.07,0,1
"Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,68000,"Diesel",5,6.75,"Ford",1498,89.84,NA,22.7,0,1
"Chevrolet Spark 1.0 LS","Kolkata",2011,21000,"Petrol",5,0.95,"Chevrolet",995,62,NA,18,0,2
"Jaguar XF 2.0 Diesel Portfolio","Hyderabad",2017,21000,"Diesel",5,52,"Jaguar",1999,177,72.64,19.33,1,1
"Honda CR-V RVi MT","Jaipur",2007,119000,"Petrol",5,3.91,"Honda",1997,141.1,NA,13.1,0,3
"Skoda Superb L&K 1.8 TSI AT","Kochi",2019,13747,"Petrol",5,27.3,"Skoda",1798,177.46,36.15,14.67,1,1
"Hyundai i10 Magna 1.2","Chennai",2009,620000,"Petrol",5,2.7,"Hyundai",1197,78.9,NA,20.36,0,1
"Maruti Swift LDI","Delhi",2013,70000,"Diesel",5,3.5,"Maruti",1248,74,NA,22.9,0,1
"Maruti Swift Dzire VXi AT","Mumbai",2016,18000,"Petrol",5,6.2,"Maruti",1197,83.14,NA,18.5,1,1
"Nissan Micra Diesel XV","Chennai",2011,83000,"Diesel",5,2.75,"Nissan",1461,63.1,NA,23.08,0,1
"Maruti Swift Dzire Tour LDI","Mumbai",2015,130000,"Diesel",5,3.25,"Maruti",1248,74,NA,23.4,0,1
"Ford Fiesta Classic 1.4 Duratorq CLXI","Pune",2012,63400,"Diesel",5,3.25,"Ford",1399,67,NA,17.8,0,1
"Maruti Zen LX","Kolkata",2003,65000,"Petrol",5,0.65,"Maruti",993,60,NA,17.3,0,1
"Mini Clubman Cooper S","Pune",2017,8350,"Petrol",5,35,"Mini",1998,192,44.59,13.8,0,1
"Toyota Etios GD","Kolkata",2014,45000,"Diesel",5,3.25,"Toyota",1364,67.05,NA,23.59,0,1
"Maruti Alto 800 2016-2019 LXI","Kolkata",2018,26200,"Petrol",5,2.9,"Maruti",796,47.3,NA,24.7,0,1
"Maruti Alto VXi","Bangalore",2011,11000,"Petrol",5,2.9,"Maruti",796,47,NA,18.9,0,3
"BMW X5 3.0d","Bangalore",2009,90000,"Diesel",5,17.75,"BMW",2993,235,NA,11,1,2
"Nissan Teana XV","Mumbai",2015,74000,"Petrol",5,8.25,"Nissan",2496,179.5,NA,11.07,1,2
"Hyundai Grand i10 AT Asta","Coimbatore",2015,37081,"Petrol",5,5.77,"Hyundai",1197,82,NA,18.9,1,1
"Maruti Vitara Brezza ZDi Plus","Hyderabad",2017,39000,"Diesel",5,9.49,"Maruti",1248,88.5,12,24.3,0,1
"Audi Q7 3.0 TDI Quattro Premium Plus","Mumbai",2008,99000,"Diesel",7,12.95,"Audi",2967,241.4,NA,12.07,1,3
"Mercedes-Benz GLA Class 200 CDI","Chennai",2015,38000,"Diesel",5,20,"Mercedes-Benz",2143,136,NA,17.9,1,1
"Maruti 800 AC","Chennai",2007,72000,"Petrol",4,1,"Maruti",796,37,NA,16.1,0,3
"Renault Duster 85PS Diesel RxL","Chennai",2015,93000,"Diesel",5,7.1,"Renault",1461,83.8,NA,20.45,0,2
"Toyota Corolla Altis D-4D GL","Mumbai",2017,5900,"Diesel",5,16.5,"Toyota",1364,87.2,NA,21.43,0,1
"Mercedes-Benz New C-Class 220","Chennai",2014,25000,"Diesel",5,26,"Mercedes-Benz",2148,170,NA,15.8,0,1
"Maruti Ritz VDi","Hyderabad",2010,68000,"Diesel",5,3.2,"Maruti",1248,73.9,NA,21.1,0,2
"Honda BRV i-VTEC V CVT","Kochi",2017,35676,"Petrol",7,9.48,"Honda",1497,117.3,14.65,16,1,1
"Hyundai Xcent 1.1 CRDi Base","Kochi",2015,74310,"Diesel",5,4,"Hyundai",1120,71,NA,24.4,0,1
"Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde","Jaipur",2014,59364,"Diesel",5,26.5,"Mercedes-Benz",2143,203,NA,14.21,1,1
"Mercedes-Benz B Class B180","Kochi",2014,41380,"Petrol",5,11.77,"Mercedes-Benz",1595,120.7,NA,14.8,1,2
"Mercedes-Benz E-Class 2015-2017 E250 Edition E","Bangalore",2017,33900,"Diesel",5,37,"Mercedes-Benz",2143,204,NA,15,1,1
"Honda City i VTEC VX Option","Mumbai",2016,28000,"Petrol",5,8.75,"Honda",1497,117.3,NA,17.8,0,1
"Hyundai Santro Xing XL eRLX Euro III","Hyderabad",2007,50958,"Petrol",5,1.95,"Hyundai",1086,NA,NA,17,0,1
"Honda City 1.5 S MT","Chennai",2011,93982,"Petrol",5,3.75,"Honda",1497,118,NA,17,0,1
"Hyundai Verna Transform VTVT","Pune",2010,95000,"Petrol",5,2.5,"Hyundai",1599,103.2,NA,16.2,0,1
"Jaguar XE Portfolio","Mumbai",2017,9000,"Petrol",5,34.5,"Jaguar",1999,246.74,53.72,13.5,1,1
"Honda Amaze S i-Vtech","Delhi",2015,52516,"Petrol",5,4.65,"Honda",1198,86.7,NA,18,0,1
"Mini Cooper Convertible 1.6","Bangalore",2015,20000,"Petrol",4,32,"Mini",1598,122,NA,18.86,1,1
"Mercedes-Benz S Class 2005 2013 S 350 CDI","Coimbatore",2017,56451,"Diesel",5,62.81,"Mercedes-Benz",2987,282,NA,13.5,1,1
"Hyundai EON Magna Plus","Chennai",2014,37000,"Petrol",5,3.25,"Hyundai",814,55.2,NA,21.1,0,1
"Maruti Wagon R VXI BS IV","Kolkata",2014,17400,"Petrol",5,3.1,"Maruti",998,67.04,NA,20.51,0,1
"Maruti Ritz LDi","Coimbatore",2011,90207,"Diesel",5,3.91,"Maruti",1248,73.9,NA,21.1,0,1
"BMW 3 Series 320d Sedan","Chennai",2011,89616,"Diesel",5,11,"BMW",1995,181,NA,16.07,1,1
"Tata Xenon XT EX 4X2","Pune",2014,85000,"Diesel",5,3.5,"Tata",2179,138.03,NA,13.49,0,1
"Audi A3 35 TDI Attraction","Chennai",2014,79271,"Diesel",5,16.5,"Audi",1968,143,NA,20.38,1,1
"Land Rover Range Rover 2.2L Dynamic","Hyderabad",2012,56000,"Diesel",5,30,"Land",2179,187.7,NA,12.7,1,1
"Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury","Pune",2010,85001,"Diesel",7,28,"Mercedes-Benz",2987,224,NA,12,1,2
"Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop","Hyderabad",2018,12000,"Diesel",7,28,"Mitsubishi",2477,175.56,33.91,13.5,1,1
"Maruti Alto LX","Jaipur",2010,125000,"Petrol",5,0.92,"Maruti",796,46.3,NA,19.7,0,1
"Maruti Wagon R LXI BSIII","Pune",2013,53000,"Petrol",5,2.75,"Maruti",1061,64,NA,14,0,1
"Land Rover Range Rover 2.2L Prestige","Coimbatore",2017,34990,"Diesel",5,53.83,"Land",2179,187.7,NA,12.7,1,1
"Hyundai Verna 1.6 SX VTVT","Pune",2011,49768,"Petrol",5,4.95,"Hyundai",1591,121.3,NA,17.01,0,2
"BMW 5 Series 525d Sedan","Hyderabad",2013,56000,"Diesel",5,33.5,"BMW",2993,218,NA,16.73,1,1
"Jaguar XF Diesel","Bangalore",2013,75000,"Diesel",5,27.95,"Jaguar",2993,270.9,NA,14.74,1,1
"Skoda Superb Elegance 1.8 TSI AT","Hyderabad",2010,57000,"Petrol",5,7.25,"Skoda",1798,157.75,NA,13.7,1,1
"Audi Q3 35 TDI Quattro Premium","Kochi",2017,37542,"Diesel",5,25.71,"Audi",1968,174.33,NA,15.73,1,1
"Land Rover Range Rover 2.2L Pure","Coimbatore",2014,95649,"Diesel",5,29.67,"Land",2179,187.7,NA,12.7,1,1
"Mercedes-Benz New C-Class 220 CDI AT","Jaipur",2013,35299,"Diesel",5,19,"Mercedes-Benz",2143,170,NA,14.84,1,1
"Mahindra Scorpio S10 4WD","Kochi",2017,28464,"Diesel",7,13.05,"Mahindra",2179,120,NA,15.4,0,1
"BMW 3 Series Luxury Line","Mumbai",2015,41000,"Diesel",5,25.5,"BMW",1995,190,60.88,21.76,1,1
"Honda BR-V i-VTEC S MT","Pune",2017,9000,"Petrol",7,8.5,"Honda",1497,117.3,12.51,15.4,0,1
"Volvo S80 2006-2013 D5","Chennai",2010,92098,"Diesel",5,7.25,"Volvo",2400,215,NA,16,1,2
"Hyundai Accent GLE","Pune",2005,5834,"Petrol",5,0.8,"Hyundai",1495,94,NA,13.2,0,1
"Hyundai i20 Active SX Petrol","Jaipur",2017,40250,"Petrol",5,6.9,"Hyundai",1197,81.86,9.74,17.19,0,1
"Mercedes-Benz GLC 43 AMG Coupe","Coimbatore",2018,22397,"Petrol",5,70.99,"Mercedes-Benz",2996,367,95.38,11.5,1,1
"Hyundai EON Magna Plus","Kolkata",2015,20800,"Petrol",5,2.25,"Hyundai",814,55.2,NA,21.1,0,2
